Gr_ID,Full Name,Email,Phone Number,Course,Branch,Registration Date,College,Field
GR1461,Kriti Chauhan,kriti.chauhan74@example.com,+91 8396854759,Graphic | UI/UX,RWA1 - Nikol,2026-02-23,Nirma University,B.Com
GR1462,Arjun Patel,arjun.patel79@example.com,+91 8768013548,Graphic | UI/UX,RWSON - Online,2026-02-01,Silver Oak University,M.Sc IT
GR1463,Arjun Patel,arjun.patel21@example.com,+91 8917171772,Graphic | UI/UX,RW5 - Ved Road,2026-02-09,Silver Oak University,BCA
GR1464,Krishna Joshi,krishna.joshi17@example.com,+91 9719707307,Graphic | UI/UX,RWR2 - Mavdi,2026-02-27,Gujarat University,M.Sc IT
GR1465,Shaurya Sharma,shaurya.sharma78@example.com,+91 7444470121,Graphic | UI/UX,RW5 - Ved Road,2026-02-14,SVNIT,M.Sc IT
GR1466,Kriti Desai,kriti.desai49@example.com,+91 9796029216,AI/ML & Data Science,RW7 - Vesu,2026-02-14,SVNIT,B.Sc IT
GR1467,Ishaan Patel,ishaan.patel23@example.com,+91 8879440509,Video Editing | 3D Animation,RW7 - Vesu,2026-02-15,L.D. College of Engineering,B.Tech Computer Science
GR1468,Vikram Rathod,vikram.rathod43@example.com,+91 8395899623,Full Stack Development,RWSON - Online,2026-02-18,SVNIT,B.Sc IT
GR1469,Sai Joshi,sai.joshi41@example.com,+91 8198822889,Graphic | Video Editing,RW5 - Ved Road,2026-02-25,Marwadi University,Diploma in IT
GR1470,Diya Joshi,diya.joshi52@example.com,+91 9170856727,Graphic | UI/UX,RWR1 - Kotecha,2026-02-20,VNSGU,B.Sc IT
GR1471,Amit Sharma,amit.sharma63@example.com,+91 9611382923,Graphic | Video Editing,RWA2 - Navrangpura,2026-02-18,VNSGU,BBA
GR1472,Amit Verma,amit.verma16@example.com,+91 6237930618,Full Stack Development,RWNV1 - Navshari,2026-02-09,MSU Baroda,M.Sc IT
GR1473,Ishaan Kumar,ishaan.kumar39@example.com,+91 9173338269,Graphic | UI/UX,RW8 - Dindoli,2026-02-17,SVNIT,Diploma in IT
GR1474,Arjun Sharma,arjun.sharma87@example.com,+91 6168762987,Full Stack Development,RWR1 - Kotecha,2026-02-26,RK University,B.Com
GR1475,Isha Sharma,isha.sharma53@example.com,+91 8532189649,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-09,SVNIT,B.Com
GR1476,Sneha Desai,sneha.desai48@example.com,+91 7230003959,Graphic | Video Editing,RW8 - Dindoli,2026-02-04,L.D. College of Engineering,MCA
GR1477,Amit Verma,amit.verma21@example.com,+91 7828605646,Full Stack Development,RWA3 - Maninagar,2026-02-02,DDU,B.Com
GR1478,Krishna Verma,krishna.verma27@example.com,+91 8557170389,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-04,MSU Baroda,MCA
GR1479,Arjun Kumar,arjun.kumar95@example.com,+91 9218605817,AI/ML & Data Science,RWA4 - Bopal,2026-02-13,Silver Oak University,B.Sc IT
GR1480,Kavya Patel,kavya.patel52@example.com,+91 8751542222,AI/ML & Data Science,RWNV1 - Navshari,2026-02-04,MSU Baroda,MCA
GR1481,Sneha Verma,sneha.verma80@example.com,+91 8669746209,AI/ML & Data Science,RWR1 - Kotecha,2026-02-06,Marwadi University,B.Com
GR1482,Rahul Singh,rahul.singh76@example.com,+91 6783833305,Video Editing | 3D Animation,RWJN1 - Junagadh,2026-02-14,Marwadi University,BCA
GR1483,Tara Parmar,tara.parmar38@example.com,+91 9735102885,AI/ML & Data Science,RWA1 - Nikol,2026-02-15,SVNIT,M.Sc IT
GR1484,Tara Shah,tara.shah44@example.com,+91 6942695699,Graphic | UI/UX,RWR1 - Kotecha,2026-02-16,L.D. College of Engineering,B.Sc IT
GR1485,Aarav Shah,aarav.shah57@example.com,+91 8296089305,Graphic | UI/UX,RWMH - Maheshana,2026-02-23,Gujarat University,BBA
GR1486,Rahul Patel,rahul.patel91@example.com,+91 6483054963,AI/ML & Data Science,RWAM1 - Amreli,2026-02-03,Nirma University,B.Tech Computer Science
GR1487,Ayaan Joshi,ayaan.joshi47@example.com,+91 6570146328,Graphic | UI/UX,RWNV1 - Navshari,2026-02-22,L.D. College of Engineering,MCA
GR1488,Neha Parmar,neha.parmar80@example.com,+91 8545442617,Full Stack Development,RWA2 - Navrangpura,2026-02-16,SVNIT,B.Com
GR1489,Isha Singh,isha.singh40@example.com,+91 9081525888,Graphic | UI/UX,RW2 - Yogi Chowk,2026-02-28,L.D. College of Engineering,B.Sc IT
GR1490,Aarav Verma,aarav.verma20@example.com,+91 7417560374,Full Stack Development,RWNV1 - Navshari,2026-02-25,MSU Baroda,M.Sc IT
GR1491,Ramesh Sharma,ramesh.sharma60@example.com,+91 9716303774,Graphic | Video Editing,RWBN - Bhavnagar,2026-02-14,DDU,M.Sc IT
GR1492,Riya Shah,riya.shah56@example.com,+91 9605430584,AI/ML & Data Science,RWA3 - Maninagar,2026-02-20,Marwadi University,BCA
GR1493,Vihaan Mehta,vihaan.mehta90@example.com,+91 7509808766,Graphic | Video Editing,RWR2 - Mavdi,2026-02-21,MSU Baroda,B.Com
GR1494,Vivaan Sharma,vivaan.sharma40@example.com,+91 8761292800,Graphic | UI/UX,RW2 - Yogi Chowk,2026-02-01,Marwadi University,B.Com
GR1495,Vihaan Parmar,vihaan.parmar55@example.com,+91 8077814616,Graphic | Video Editing,RWNV1 - Navshari,2026-02-03,MSU Baroda,B.Com
GR1496,Aditya Mehta,aditya.mehta67@example.com,+91 6204798856,Graphic | UI/UX,RW1 - A.K Road,2026-02-19,VNSGU,MCA
GR1497,Diya Vyas,diya.vyas64@example.com,+91 7874156148,Full Stack Development,RWNV1 - Navshari,2026-02-28,Gujarat University,BBA
GR1498,Vikram Verma,vikram.verma46@example.com,+91 7879401408,Video Editing | 3D Animation,RWR2 - Mavdi,2026-02-05,Silver Oak University,MCA
GR1499,Ramesh Kumar,ramesh.kumar16@example.com,+91 6050018516,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-21,Silver Oak University,M.Sc IT
GR1500,Ayaan Shah,ayaan.shah26@example.com,+91 7288311818,Graphic | UI/UX,RWMH - Maheshana,2026-02-02,L.D. College of Engineering,B.Sc IT
GR1501,Aarav Mehta,aarav.mehta19@example.com,+91 9776314300,Video Editing | 3D Animation,RWR2 - Mavdi,2026-02-21,SVNIT,Diploma in IT
GR1502,Aarav Joshi,aarav.joshi20@example.com,+91 6871717515,Graphic | Video Editing,RWVN1 - Vidhyanagar,2026-02-26,DDU,M.Sc IT
GR1503,Shaurya Chauhan,shaurya.chauhan54@example.com,+91 9846096174,Full Stack Development,RWA3 - Maninagar,2026-02-09,Silver Oak University,BBA
GR1504,Kavya Chauhan,kavya.chauhan92@example.com,+91 6335151793,Video Editing | 3D Animation,RWA2 - Navrangpura,2026-02-22,SVNIT,M.Sc IT
GR1505,Kriti Kumar,kriti.kumar25@example.com,+91 9963610903,Graphic | Video Editing,RW7 - Vesu,2026-02-04,SVNIT,MCA
GR1506,Krishna Rathod,krishna.rathod29@example.com,+91 6136438703,AI/ML & Data Science,RW6 - Adajan,2026-02-05,DDU,BCA
GR1507,Ayaan Vyas,ayaan.vyas60@example.com,+91 8104141842,Video Editing | 3D Animation,RWNV1 - Navshari,2026-02-20,DDU,Diploma in IT
GR1508,Isha Verma,isha.verma25@example.com,+91 6693838382,Graphic | UI/UX,RWA5 - Chandkheda,2026-02-23,Marwadi University,MCA
GR1509,Shaurya Verma,shaurya.verma28@example.com,+91 7424318901,Graphic | Video Editing,RWBH1 - Bharuch,2026-02-25,Silver Oak University,Diploma in IT
GR1510,Sai Chauhan,sai.chauhan64@example.com,+91 8386986289,Graphic | Video Editing,RW1 - A.K Road,2026-02-24,DDU,BCA
GR1511,Ayaan Parmar,ayaan.parmar35@example.com,+91 9906649972,Graphic | UI/UX,RWNV1 - Navshari,2026-02-02,VNSGU,B.Tech Computer Science
GR1512,Aditya Gupta,aditya.gupta63@example.com,+91 7813523451,Video Editing | 3D Animation,RWA2 - Navrangpura,2026-02-01,RK University,MCA
GR1513,Arjun Kumar,arjun.kumar33@example.com,+91 6676893727,Full Stack Development,RWR2 - Mavdi,2026-02-13,Silver Oak University,MCA
GR1514,Kavya Joshi,kavya.joshi55@example.com,+91 8737990717,Graphic | Video Editing,RWA6 - Vastral,2026-02-26,Marwadi University,B.Com
GR1515,Kavya Patel,kavya.patel43@example.com,+91 7514009067,Video Editing | 3D Animation,RWBN - Bhavnagar,2026-02-22,MSU Baroda,B.Com
GR1516,Tara Desai,tara.desai74@example.com,+91 8442421567,Graphic | Video Editing,RWBH1 - Bharuch,2026-02-04,SVNIT,B.Sc IT
GR1517,Vihaan Singh,vihaan.singh95@example.com,+91 7095686670,Full Stack Development,RWBN - Bhavnagar,2026-02-06,Marwadi University,MCA
GR1518,Sneha Shah,sneha.shah34@example.com,+91 8353065400,Graphic | Video Editing,RWR1 - Kotecha,2026-02-07,L.D. College of Engineering,B.Com
GR1519,Tara Vyas,tara.vyas36@example.com,+91 7861680370,Graphic | Video Editing,RW4 - Mota Varachha,2026-02-12,DDU,B.Com
GR1520,Arjun Parmar,arjun.parmar71@example.com,+91 8826071555,Full Stack Development,RW8 - Dindoli,2026-02-23,L.D. College of Engineering,B.Sc IT
GR1521,Sai Vyas,sai.vyas22@example.com,+91 6634902791,Full Stack Development,RWGN1 - Gandhinagar,2026-02-19,Marwadi University,BCA
GR1522,Vivaan Singh,vivaan.singh64@example.com,+91 6001702121,Graphic | UI/UX,RWR1 - Kotecha,2026-02-13,SVNIT,M.Sc IT
GR1523,Ramesh Vyas,ramesh.vyas42@example.com,+91 9502748075,Graphic | Video Editing,RWA6 - Vastral,2026-02-11,SVNIT,Diploma in IT
GR1524,Vihaan Kumar,vihaan.kumar10@example.com,+91 6843617331,Graphic | UI/UX,RWGN1 - Gandhinagar,2026-02-11,Gujarat University,BCA
GR1525,Ishaan Desai,ishaan.desai31@example.com,+91 6529103002,Full Stack Development,RW4 - Mota Varachha,2026-02-01,Nirma University,Diploma in IT
GR1526,Arjun Parmar,arjun.parmar97@example.com,+91 9393368008,Full Stack Development,RWA4 - Bopal,2026-02-19,Silver Oak University,M.Sc IT
GR1527,Ishaan Chauhan,ishaan.chauhan23@example.com,+91 9893724421,Video Editing | 3D Animation,RWJN1 - Junagadh,2026-02-17,Silver Oak University,B.Com
GR1528,Diya Sharma,diya.sharma11@example.com,+91 6864158405,Full Stack Development,RWR1 - Kotecha,2026-02-08,DDU,MCA
GR1529,Kriti Shah,kriti.shah64@example.com,+91 8300178387,Video Editing | 3D Animation,RW6 - Adajan,2026-02-03,MSU Baroda,M.Sc IT
GR1530,Aarav Verma,aarav.verma45@example.com,+91 9954161130,Graphic | Video Editing,RW2 - Yogi Chowk,2026-02-05,Marwadi University,B.Tech Computer Science
GR1531,Arjun Joshi,arjun.joshi66@example.com,+91 9005028359,Graphic | UI/UX,RWA1 - Nikol,2026-02-09,Silver Oak University,BBA
GR1532,Aarav Rathod,aarav.rathod19@example.com,+91 7158941566,Graphic | UI/UX,RWA2 - Navrangpura,2026-02-26,L.D. College of Engineering,BCA
GR1533,Tara Verma,tara.verma51@example.com,+91 7822805404,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-10,MSU Baroda,B.Tech Computer Science
GR1534,Rahul Rathod,rahul.rathod15@example.com,+91 7773212055,Graphic | Video Editing,RWA4 - Bopal,2026-02-14,L.D. College of Engineering,BBA
GR1535,Rahul Singh,rahul.singh35@example.com,+91 9928251534,Video Editing | 3D Animation,RW2 - Yogi Chowk,2026-02-10,Silver Oak University,BCA
GR1536,Ayaan Trivedi,ayaan.trivedi51@example.com,+91 8222059825,Graphic | UI/UX,RWR1 - Kotecha,2026-02-23,DDU,B.Tech Computer Science
GR1537,Vivaan Sharma,vivaan.sharma97@example.com,+91 8697176869,Full Stack Development,RWBN - Bhavnagar,2026-02-08,Silver Oak University,BCA
GR1538,Ayaan Parmar,ayaan.parmar73@example.com,+91 8000295844,Graphic | UI/UX,RWBH1 - Bharuch,2026-02-07,Nirma University,B.Com
GR1539,Pooja Singh,pooja.singh80@example.com,+91 6068078262,Graphic | Video Editing,RW1 - A.K Road,2026-02-15,Silver Oak University,B.Com
GR1540,Diya Mehta,diya.mehta99@example.com,+91 9753005500,AI/ML & Data Science,RWBH1 - Bharuch,2026-02-11,Silver Oak University,MCA
GR1541,Riya Gupta,riya.gupta65@example.com,+91 8520105862,Graphic | Video Editing,RWR2 - Mavdi,2026-02-07,MSU Baroda,BCA
GR1542,Vivaan Parmar,vivaan.parmar40@example.com,+91 7511173595,Graphic | UI/UX,RWA1 - Nikol,2026-02-26,SVNIT,B.Com
GR1543,Arjun Joshi,arjun.joshi22@example.com,+91 7360781001,Video Editing | 3D Animation,RWGN1 - Gandhinagar,2026-02-17,VNSGU,M.Sc IT
GR1544,Shaurya Desai,shaurya.desai46@example.com,+91 6566242727,Full Stack Development,RWA6 - Vastral,2026-02-19,VNSGU,B.Tech Computer Science
GR1545,Aditya Sharma,aditya.sharma59@example.com,+91 6888039853,Graphic | UI/UX,RWA4 - Bopal,2026-02-02,Silver Oak University,Diploma in IT
GR1546,Ayaan Singh,ayaan.singh76@example.com,+91 7463185335,AI/ML & Data Science,RW8 - Dindoli,2026-02-02,MSU Baroda,B.Tech Computer Science
GR1547,Ishaan Gupta,ishaan.gupta44@example.com,+91 8241717497,Full Stack Development,RWGN1 - Gandhinagar,2026-02-15,Gujarat University,MCA
GR1548,Neha Parmar,neha.parmar31@example.com,+91 8751164646,Full Stack Development,RWA2 - Navrangpura,2026-02-25,Silver Oak University,BBA
GR1549,Isha Chauhan,isha.chauhan25@example.com,+91 9793432338,Video Editing | 3D Animation,RWR1 - Kotecha,2026-02-23,Gujarat University,B.Com
GR1550,Aarav Trivedi,aarav.trivedi62@example.com,+91 9087258139,Full Stack Development,RWGN1 - Gandhinagar,2026-02-25,VNSGU,BCA
GR1551,Krishna Trivedi,krishna.trivedi22@example.com,+91 8478348849,Graphic | Video Editing,RWR2 - Mavdi,2026-02-18,Nirma University,MCA
GR1552,Vikram Kumar,vikram.kumar15@example.com,+91 7181397717,Graphic | Video Editing,RWA4 - Bopal,2026-02-14,Gujarat University,Diploma in IT
GR1553,Riya Joshi,riya.joshi59@example.com,+91 7810814348,Full Stack Development,RW1 - A.K Road,2026-02-23,L.D. College of Engineering,B.Tech Computer Science
GR1554,Vihaan Rathod,vihaan.rathod35@example.com,+91 6872967268,AI/ML & Data Science,RWR1 - Kotecha,2026-02-02,VNSGU,B.Sc IT
GR1555,Tara Verma,tara.verma28@example.com,+91 6216393062,Full Stack Development,RWR1 - Kotecha,2026-02-11,L.D. College of Engineering,MCA
GR1556,Tara Vyas,tara.vyas79@example.com,+91 8692231172,Graphic | UI/UX,RWA4 - Bopal,2026-02-17,SVNIT,BBA
GR1557,Diya Desai,diya.desai10@example.com,+91 7780264772,AI/ML & Data Science,RW8 - Dindoli,2026-02-17,L.D. College of Engineering,MCA
GR1558,Sai Parmar,sai.parmar58@example.com,+91 7560371911,Graphic | UI/UX,RWVN1 - Vidhyanagar,2026-02-20,L.D. College of Engineering,Diploma in IT
GR1559,Krishna Kumar,krishna.kumar91@example.com,+91 7234894800,Video Editing | 3D Animation,RWA4 - Bopal,2026-02-20,Silver Oak University,B.Tech Computer Science
GR1560,Vikram Mehta,vikram.mehta14@example.com,+91 7116546983,AI/ML & Data Science,RW5 - Ved Road,2026-02-08,VNSGU,B.Sc IT
GR1561,Vihaan Kumar,vihaan.kumar52@example.com,+91 9300036728,Graphic | UI/UX,RWSON - Online,2026-02-22,MSU Baroda,BBA
GR1562,Vivaan Desai,vivaan.desai57@example.com,+91 8014031482,Graphic | Video Editing,RW5 - Ved Road,2026-02-27,Silver Oak University,B.Sc IT
GR1563,Kavya Parmar,kavya.parmar47@example.com,+91 6512102772,Graphic | Video Editing,RWA5 - Chandkheda,2026-02-07,Silver Oak University,B.Com
GR1564,Diya Trivedi,diya.trivedi16@example.com,+91 6957605252,Video Editing | 3D Animation,RWR2 - Mavdi,2026-02-01,Marwadi University,Diploma in IT
GR1565,Pooja Patel,pooja.patel26@example.com,+91 6858069392,Video Editing | 3D Animation,RW7 - Vesu,2026-02-21,L.D. College of Engineering,B.Sc IT
GR1566,Pooja Mehta,pooja.mehta49@example.com,+91 9408936339,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-20,Silver Oak University,BCA
GR1567,Aarav Desai,aarav.desai91@example.com,+91 6496607816,AI/ML & Data Science,RW1 - A.K Road,2026-02-14,Nirma University,BBA
GR1568,Maya Sharma,maya.sharma77@example.com,+91 6189633895,Graphic | Video Editing,RWJN1 - Junagadh,2026-02-19,DDU,BCA
GR1569,Aarav Shah,aarav.shah49@example.com,+91 9164998044,Video Editing | 3D Animation,RW1 - A.K Road,2026-02-18,Gujarat University,B.Sc IT
GR1570,Suresh Trivedi,suresh.trivedi44@example.com,+91 9194507262,Graphic | Video Editing,RWA6 - Vastral,2026-02-01,Marwadi University,M.Sc IT
GR1571,Suresh Patel,suresh.patel16@example.com,+91 8228647821,Graphic | Video Editing,RW6 - Adajan,2026-02-24,Silver Oak University,Diploma in IT
GR1572,Kriti Patel,kriti.patel26@example.com,+91 7252647572,Graphic | Video Editing,RW8 - Dindoli,2026-02-17,MSU Baroda,M.Sc IT
GR1573,Ramesh Patel,ramesh.patel70@example.com,+91 9322844130,Full Stack Development,RWSON - Online,2026-02-24,DDU,MCA
GR1574,Kavya Patel,kavya.patel28@example.com,+91 9726115162,Graphic | UI/UX,RW7 - Vesu,2026-02-05,DDU,BCA
GR1575,Vikram Sharma,vikram.sharma28@example.com,+91 9094963447,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-23,MSU Baroda,B.Sc IT
GR1576,Suresh Chauhan,suresh.chauhan90@example.com,+91 7506116311,Video Editing | 3D Animation,RWVN1 - Vidhyanagar,2026-02-21,SVNIT,M.Sc IT
GR1577,Suresh Parmar,suresh.parmar13@example.com,+91 7480734914,Video Editing | 3D Animation,RWA1 - Nikol,2026-02-27,Nirma University,B.Tech Computer Science
GR1578,Isha Mehta,isha.mehta92@example.com,+91 8012305672,Graphic | UI/UX,RWA3 - Maninagar,2026-02-07,Gujarat University,BCA
GR1579,Pooja Desai,pooja.desai70@example.com,+91 8309071538,Video Editing | 3D Animation,RWA1 - Nikol,2026-02-19,L.D. College of Engineering,B.Sc IT
GR1580,Ayaan Verma,ayaan.verma46@example.com,+91 8489461179,Graphic | UI/UX,RWR2 - Mavdi,2026-02-13,SVNIT,BBA
GR1581,Ramesh Patel,ramesh.patel39@example.com,+91 9372753017,Graphic | Video Editing,RWAM1 - Amreli,2026-02-20,DDU,M.Sc IT
GR1582,Neha Rathod,neha.rathod33@example.com,+91 9051478040,Full Stack Development,RW6 - Adajan,2026-02-03,RK University,MCA
GR1583,Sai Chauhan,sai.chauhan80@example.com,+91 7022106180,AI/ML & Data Science,RW7 - Vesu,2026-02-12,Gujarat University,BBA
GR1584,Tara Sharma,tara.sharma27@example.com,+91 8670569205,Graphic | UI/UX,RWA5 - Chandkheda,2026-02-23,Gujarat University,B.Sc IT
GR1585,Ayaan Rathod,ayaan.rathod58@example.com,+91 7137952546,Full Stack Development,RWSON - Online,2026-02-28,DDU,M.Sc IT
GR1586,Suresh Kumar,suresh.kumar63@example.com,+91 7019013719,AI/ML & Data Science,RWNV1 - Navshari,2026-02-04,Silver Oak University,B.Com
GR1587,Neha Singh,neha.singh65@example.com,+91 8023427603,Full Stack Development,RWR1 - Kotecha,2026-02-21,Silver Oak University,MCA
GR1588,Amit Sharma,amit.sharma10@example.com,+91 8952228649,Full Stack Development,RWA6 - Vastral,2026-02-26,SVNIT,BBA
GR1589,Shaurya Parmar,shaurya.parmar81@example.com,+91 7187461710,Full Stack Development,RWR2 - Mavdi,2026-02-25,RK University,B.Tech Computer Science
GR1590,Pooja Kumar,pooja.kumar73@example.com,+91 6561554056,Graphic | UI/UX,RWA3 - Maninagar,2026-02-19,DDU,B.Sc IT
GR1591,Neha Trivedi,neha.trivedi66@example.com,+91 7079256780,AI/ML & Data Science,RWGN1 - Gandhinagar,2026-02-19,L.D. College of Engineering,BBA
GR1592,Ramesh Mehta,ramesh.mehta80@example.com,+91 6721828041,Video Editing | 3D Animation,RW5 - Ved Road,2026-02-09,Gujarat University,B.Com
GR1593,Amit Vyas,amit.vyas19@example.com,+91 7249267660,Video Editing | 3D Animation,RWMH - Maheshana,2026-02-20,MSU Baroda,B.Com
GR1594,Rahul Desai,rahul.desai63@example.com,+91 8616586835,Video Editing | 3D Animation,RW2 - Yogi Chowk,2026-02-18,RK University,M.Sc IT
GR1595,Neha Mehta,neha.mehta22@example.com,+91 6483580011,AI/ML & Data Science,RWVN1 - Vidhyanagar,2026-02-16,SVNIT,MCA
GR1596,Arjun Chauhan,arjun.chauhan78@example.com,+91 6498006294,AI/ML & Data Science,RWA5 - Chandkheda,2026-02-17,SVNIT,B.Sc IT
GR1597,Shaurya Chauhan,shaurya.chauhan97@example.com,+91 9650715432,Video Editing | 3D Animation,RWA1 - Nikol,2026-02-06,VNSGU,BBA
GR1598,Ishaan Sharma,ishaan.sharma99@example.com,+91 7868873071,AI/ML & Data Science,RWAM1 - Amreli,2026-02-17,DDU,MCA
GR1599,Amit Joshi,amit.joshi68@example.com,+91 6679431432,Full Stack Development,RWA3 - Maninagar,2026-02-18,SVNIT,MCA
GR1600,Pooja Vyas,pooja.vyas85@example.com,+91 7597849266,Video Editing | 3D Animation,RWA6 - Vastral,2026-02-26,L.D. College of Engineering,B.Com
GR1601,Sneha Patel,sneha.patel56@example.com,+91 8578240604,Graphic | Video Editing,RWA2 - Navrangpura,2026-02-07,DDU,BBA
GR1602,Krishna Trivedi,krishna.trivedi19@example.com,+91 8140866808,Graphic | Video Editing,RW5 - Ved Road,2026-02-02,Gujarat University,B.Com
GR1603,Suresh Shah,suresh.shah12@example.com,+91 8953335541,Video Editing | 3D Animation,RW4 - Mota Varachha,2026-02-09,VNSGU,BBA
GR1604,Ramesh Sharma,ramesh.sharma99@example.com,+91 9042940010,Full Stack Development,RW5 - Ved Road,2026-02-22,MSU Baroda,B.Tech Computer Science
GR1605,Amit Desai,amit.desai15@example.com,+91 6895759617,AI/ML & Data Science,RW5 - Ved Road,2026-02-11,RK University,Diploma in IT
GR1606,Rahul Parmar,rahul.parmar84@example.com,+91 6402642816,Video Editing | 3D Animation,RWA5 - Chandkheda,2026-02-08,VNSGU,Diploma in IT
GR1607,Sai Shah,sai.shah19@example.com,+91 9007817339,AI/ML & Data Science,RWAM1 - Amreli,2026-02-21,Nirma University,B.Sc IT
GR1608,Diya Kumar,diya.kumar76@example.com,+91 8830471470,Video Editing | 3D Animation,RWSON - Online,2026-02-13,Marwadi University,Diploma in IT
GR1609,Rahul Desai,rahul.desai46@example.com,+91 7009150416,Graphic | UI/UX,RWVN1 - Vidhyanagar,2026-02-15,MSU Baroda,BBA
GR1610,Ramesh Shah,ramesh.shah99@example.com,+91 8156713030,AI/ML & Data Science,RWR2 - Mavdi,2026-02-26,SVNIT,BCA
GR1611,Amit Gupta,amit.gupta28@example.com,+91 6213222640,Graphic | UI/UX,RWR1 - Kotecha,2026-02-25,Silver Oak University,M.Sc IT
GR1612,Pooja Rathod,pooja.rathod42@example.com,+91 9923860586,AI/ML & Data Science,RWGN1 - Gandhinagar,2026-02-18,Marwadi University,B.Sc IT
GR1613,Kriti Singh,kriti.singh45@example.com,+91 8098911049,AI/ML & Data Science,RWR1 - Kotecha,2026-02-28,DDU,B.Com
GR1614,Vivaan Parmar,vivaan.parmar67@example.com,+91 7785720096,Graphic | UI/UX,RWR1 - Kotecha,2026-02-09,MSU Baroda,B.Sc IT
GR1615,Arjun Shah,arjun.shah78@example.com,+91 9913267515,AI/ML & Data Science,RWSON - Online,2026-02-17,SVNIT,MCA
GR1616,Ayaan Shah,ayaan.shah77@example.com,+91 6064678299,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-14,Marwadi University,B.Com
GR1617,Krishna Trivedi,krishna.trivedi92@example.com,+91 8543370097,AI/ML & Data Science,RWJN1 - Junagadh,2026-02-08,Gujarat University,BBA
GR1618,Maya Chauhan,maya.chauhan92@example.com,+91 6418670257,Graphic | Video Editing,RWA3 - Maninagar,2026-02-08,Marwadi University,B.Com
GR1619,Kavya Patel,kavya.patel98@example.com,+91 9635601109,AI/ML & Data Science,RWA6 - Vastral,2026-02-01,Gujarat University,BBA
GR1620,Vihaan Shah,vihaan.shah14@example.com,+91 9463130508,Graphic | UI/UX,RW1 - A.K Road,2026-02-27,RK University,B.Tech Computer Science
GR1621,Ramesh Rathod,ramesh.rathod23@example.com,+91 9399310625,AI/ML & Data Science,RW1 - A.K Road,2026-02-27,Nirma University,BCA
GR1622,Ishaan Gupta,ishaan.gupta54@example.com,+91 6044453494,Video Editing | 3D Animation,RWA3 - Maninagar,2026-02-01,VNSGU,B.Tech Computer Science
GR1623,Maya Singh,maya.singh59@example.com,+91 6107544443,Graphic | Video Editing,RW1 - A.K Road,2026-02-01,L.D. College of Engineering,B.Tech Computer Science
GR1624,Krishna Rathod,krishna.rathod39@example.com,+91 6067175654,Full Stack Development,RW2 - Yogi Chowk,2026-02-15,L.D. College of Engineering,B.Tech Computer Science
GR1625,Vivaan Vyas,vivaan.vyas31@example.com,+91 8677439453,AI/ML & Data Science,RWA3 - Maninagar,2026-02-12,L.D. College of Engineering,Diploma in IT
GR1626,Diya Parmar,diya.parmar11@example.com,+91 7848595852,Video Editing | 3D Animation,RWR2 - Mavdi,2026-02-10,Marwadi University,BBA
GR1627,Amit Singh,amit.singh46@example.com,+91 6053536858,Video Editing | 3D Animation,RWGN1 - Gandhinagar,2026-02-10,RK University,Diploma in IT
GR1628,Vihaan Singh,vihaan.singh33@example.com,+91 7683131899,Full Stack Development,RWA6 - Vastral,2026-02-08,Silver Oak University,M.Sc IT
GR1629,Vivaan Singh,vivaan.singh42@example.com,+91 7041065307,Graphic | Video Editing,RWJN1 - Junagadh,2026-02-05,Marwadi University,BCA
GR1630,Sai Parmar,sai.parmar35@example.com,+91 8649827982,Full Stack Development,RWA6 - Vastral,2026-02-26,VNSGU,M.Sc IT
GR1631,Tara Parmar,tara.parmar90@example.com,+91 6839578476,Graphic | Video Editing,RW4 - Mota Varachha,2026-02-03,Nirma University,M.Sc IT
GR1632,Riya Kumar,riya.kumar42@example.com,+91 8566740172,Full Stack Development,RWMH - Maheshana,2026-02-26,DDU,B.Sc IT
GR1633,Tara Kumar,tara.kumar11@example.com,+91 7920559756,AI/ML & Data Science,RWGN1 - Gandhinagar,2026-02-01,Marwadi University,M.Sc IT
GR1634,Aarav Joshi,aarav.joshi49@example.com,+91 7864875956,AI/ML & Data Science,RW8 - Dindoli,2026-02-22,RK University,B.Com
GR1635,Ishaan Singh,ishaan.singh87@example.com,+91 6365567362,Graphic | UI/UX,RW7 - Vesu,2026-02-19,Nirma University,MCA
GR1636,Aarav Rathod,aarav.rathod11@example.com,+91 8949834218,Graphic | UI/UX,RW1 - A.K Road,2026-02-12,SVNIT,M.Sc IT
GR1637,Ayaan Kumar,ayaan.kumar86@example.com,+91 8637984300,Graphic | UI/UX,RW5 - Ved Road,2026-02-19,RK University,B.Sc IT
GR1638,Arjun Desai,arjun.desai19@example.com,+91 6015319385,Video Editing | 3D Animation,RWSON - Online,2026-02-07,MSU Baroda,M.Sc IT
GR1639,Rahul Joshi,rahul.joshi19@example.com,+91 8457809032,Video Editing | 3D Animation,RWBH1 - Bharuch,2026-02-13,DDU,BCA
GR1640,Aarav Chauhan,aarav.chauhan15@example.com,+91 8819804356,AI/ML & Data Science,RW2 - Yogi Chowk,2026-02-03,Nirma University,B.Tech Computer Science
